locus_tag	ftype	length_bp	gene	EC_number	COG	product
HDIIENPN_02705	CDS	963	degA_4		COG1609	HTH-type transcriptional regulator DegA
HDIIENPN_02706	CDS	1440	scrB_2	3.2.1.26		Sucrose-6-phosphate hydrolase
HDIIENPN_02707	CDS	1947				hypothetical protein
HDIIENPN_02708	CDS	1173				IS256 family transposase IS256
HDIIENPN_02709	CDS	873	gmuE_5	2.7.1.4	COG1940	Putative fructokinase
HDIIENPN_02710	CDS	285				hypothetical protein
HDIIENPN_02711	CDS	417				IS6 family transposase IS1216V
HDIIENPN_02712	CDS	600				hypothetical protein
HDIIENPN_02713	CDS	600	xerC_13			Tyrosine recombinase XerC
HDIIENPN_02714	CDS	183				hypothetical protein
HDIIENPN_02715	CDS	180				hypothetical protein
HDIIENPN_02716	CDS	1521				IS66 family transposase ISCth11
HDIIENPN_02717	CDS	573	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
HDIIENPN_02718	CDS	663	rpe_1	5.1.3.1		Ribulose-phosphate 3-epimerase
HDIIENPN_02719	CDS	516				hypothetical protein
HDIIENPN_02720	CDS	285				hypothetical protein
HDIIENPN_02721	CDS	1329	gatC_3		COG3775	PTS system galactitol-specific EIIC component
HDIIENPN_02722	CDS	456				hypothetical protein
HDIIENPN_02723	CDS	1947	manR_3		COG1762	Transcriptional regulator ManR
HDIIENPN_02724	CDS	1179				IS256 family transposase ISEf1
HDIIENPN_02725	CDS	291				hypothetical protein
HDIIENPN_02726	CDS	264				hypothetical protein
HDIIENPN_02727	CDS	954			COG2826	IS30 family transposase IS1252
HDIIENPN_02728	CDS	282				hypothetical protein
HDIIENPN_02729	CDS	357				hypothetical protein
HDIIENPN_02730	CDS	180				hypothetical protein
HDIIENPN_02731	CDS	273				hypothetical protein
HDIIENPN_02732	CDS	156				hypothetical protein
HDIIENPN_02733	CDS	252				hypothetical protein
HDIIENPN_02734	CDS	207				hypothetical protein
HDIIENPN_02735	CDS	258				hypothetical protein
HDIIENPN_02736	CDS	306	ssb_2		COG0629	Single-stranded DNA-binding protein
HDIIENPN_02737	CDS	132	ssbA		COG0629	Single-stranded DNA-binding protein A
HDIIENPN_02738	CDS	900				hypothetical protein
HDIIENPN_02739	CDS	597				hypothetical protein
HDIIENPN_02740	CDS	150				hypothetical protein
HDIIENPN_02741	CDS	2010	topB_3	5.6.2.1	COG0550	DNA topoisomerase 3
HDIIENPN_02742	CDS	1470				hypothetical protein
HDIIENPN_02743	CDS	2373				hypothetical protein
HDIIENPN_02744	CDS	1251				IS110 family transposase ISSpn10
HDIIENPN_02745	CDS	195				hypothetical protein
HDIIENPN_02746	CDS	222				hypothetical protein
HDIIENPN_02747	CDS	1593				hypothetical protein
HDIIENPN_02748	CDS	423				hypothetical protein
HDIIENPN_02749	CDS	297				hypothetical protein
HDIIENPN_02750	CDS	270				hypothetical protein
HDIIENPN_02751	CDS	1074				hypothetical protein
HDIIENPN_02752	CDS	135				hypothetical protein
HDIIENPN_02753	CDS	807				hypothetical protein
HDIIENPN_02754	CDS	645				hypothetical protein
HDIIENPN_02755	CDS	1206				hypothetical protein
HDIIENPN_02756	CDS	2025				hypothetical protein
HDIIENPN_02757	CDS	153				hypothetical protein
HDIIENPN_02758	CDS	594				hypothetical protein
HDIIENPN_02759	CDS	333				hypothetical protein
HDIIENPN_02760	CDS	2373				hypothetical protein
HDIIENPN_02761	CDS	792				hypothetical protein
HDIIENPN_02762	CDS	1899				hypothetical protein
HDIIENPN_02763	CDS	1830				hypothetical protein
HDIIENPN_02764	CDS	2055				hypothetical protein
HDIIENPN_02765	CDS	303				hypothetical protein
HDIIENPN_02766	CDS	243				hypothetical protein
HDIIENPN_02767	CDS	435				hypothetical protein
HDIIENPN_02768	CDS	2091				hypothetical protein
HDIIENPN_02769	CDS	261				hypothetical protein
HDIIENPN_02770	CDS	756				hypothetical protein
HDIIENPN_02771	CDS	753	srtA	3.4.22.-		Sortase A
HDIIENPN_02772	CDS	1977				hypothetical protein
HDIIENPN_02773	CDS	675				hypothetical protein
HDIIENPN_02774	CDS	1074				hypothetical protein
HDIIENPN_02775	CDS	690				hypothetical protein
HDIIENPN_02776	CDS	240				hypothetical protein
HDIIENPN_02777	CDS	123				hypothetical protein
HDIIENPN_02778	CDS	342				hypothetical protein
HDIIENPN_02779	CDS	333				hypothetical protein
HDIIENPN_02780	CDS	1041				hypothetical protein
HDIIENPN_02781	CDS	1296				ISL3 family transposase ISEfa5
HDIIENPN_02782	CDS	1497	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
HDIIENPN_02783	CDS	1005	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
HDIIENPN_02784	CDS	888	hslO		COG1281	33 kDa chaperonin
HDIIENPN_02785	CDS	2112	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
HDIIENPN_02786	CDS	546	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
HDIIENPN_02787	CDS	1455	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
HDIIENPN_02788	CDS	471	pnp_2	2.7.7.8		Polyribonucleotide nucleotidyltransferase
HDIIENPN_02789	CDS	426				hypothetical protein
HDIIENPN_02790	CDS	270				hypothetical protein
HDIIENPN_02791	CDS	1596	murJ_3		COG2244	Lipid II flippase MurJ
HDIIENPN_02792	CDS	3522	mfd	3.6.4.-		Transcription-repair-coupling factor
HDIIENPN_02793	CDS	561	pth	3.1.1.29		Peptidyl-tRNA hydrolase
HDIIENPN_02794	CDS	975	ldh_2	1.1.1.27	COG0039	L-lactate dehydrogenase
HDIIENPN_02795	CDS	1401				hypothetical protein
HDIIENPN_02796	CDS	723			COG0217	putative transcriptional regulatory protein
HDIIENPN_02797	CDS	507				hypothetical protein
HDIIENPN_02798	CDS	1800	pepF1_2	3.4.24.-		Oligoendopeptidase F, plasmid
HDIIENPN_02799	CDS	1575				hypothetical protein
HDIIENPN_02800	CDS	510				hypothetical protein
HDIIENPN_02801	CDS	855	mreC		COG1792	Cell shape-determining protein MreC
HDIIENPN_02802	CDS	639	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
HDIIENPN_02803	CDS	651	rpe_2	5.1.3.1		Ribulose-phosphate 3-epimerase
HDIIENPN_02804	CDS	900	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
HDIIENPN_02805	CDS	2070	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
HDIIENPN_02806	CDS	741	stp	3.1.3.16	COG0631	Serine/threonine phosphatase stp
HDIIENPN_02807	CDS	1359	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
HDIIENPN_02808	CDS	939	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
HDIIENPN_02809	CDS	492	def_2	3.5.1.88		Peptide deformylase
HDIIENPN_02810	CDS	2409	priA	3.6.4.-		primosomal protein N'
HDIIENPN_02811	CDS	306	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
HDIIENPN_02812	CDS	615	gmk_2	2.7.4.8	COG0194	Guanylate kinase
HDIIENPN_02813	CDS	285				hypothetical protein
HDIIENPN_02814	CDS	891				hypothetical protein
HDIIENPN_02815	CDS	219				hypothetical protein
HDIIENPN_02816	CDS	1701				hypothetical protein
HDIIENPN_02817	CDS	774				hypothetical protein
HDIIENPN_02818	CDS	570	thiT			Thiamine transporter ThiT
HDIIENPN_02819	CDS	972	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
HDIIENPN_02820	CDS	1374	glmU		COG1207	Bifunctional protein GlmU
HDIIENPN_02821	CDS	819	purR_2		COG0503	Pur operon repressor
HDIIENPN_02822	CDS	825	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
HDIIENPN_02823	CDS	681	znuC	7.2.2.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
HDIIENPN_02824	CDS	939	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
HDIIENPN_02825	CDS	846	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
HDIIENPN_02826	CDS	2574	mprF_2	2.3.2.3		Phosphatidylglycerol lysyltransferase
HDIIENPN_02827	CDS	807	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
HDIIENPN_02828	CDS	1557	rny	3.1.-.-	COG1418	Ribonuclease Y
HDIIENPN_02829	CDS	1050	recA		COG0468	Protein RecA
HDIIENPN_02830	CDS	1242	cinA		COG1058	Putative competence-damage inducible protein
HDIIENPN_02831	CDS	579	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
HDIIENPN_02832	CDS	885				hypothetical protein
HDIIENPN_02833	CDS	1287				hypothetical protein
HDIIENPN_02834	CDS	1269				hypothetical protein
HDIIENPN_02835	CDS	462	mscL		COG1970	Large-conductance mechanosensitive channel
HDIIENPN_02836	CDS	447	elaA		COG2153	Protein ElaA
HDIIENPN_02837	CDS	246	veg		COG4466	Protein Veg
HDIIENPN_02838	CDS	579	sigH		COG1595	RNA polymerase sigma-H factor
HDIIENPN_02839	CDS	531				hypothetical protein
HDIIENPN_02840	CDS	861		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
HDIIENPN_02841	CDS	396	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
HDIIENPN_02842	CDS	1413	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
HDIIENPN_02843	CDS	537	cysE	2.3.1.30	COG1045	Serine acetyltransferase
HDIIENPN_02844	CDS	1461	gltX	6.1.1.17		Glutamate--tRNA ligase
HDIIENPN_02845	CDS	1158	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
HDIIENPN_02846	CDS	1371	radA	3.6.4.-	COG1066	DNA repair protein RadA
HDIIENPN_02847	CDS	528	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
HDIIENPN_02848	CDS	807	proB	2.7.2.11	COG0263	Glutamate 5-kinase 1
HDIIENPN_02849	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
HDIIENPN_02850	CDS	345				hypothetical protein
HDIIENPN_02851	CDS	327				hypothetical protein
HDIIENPN_02852	CDS	933	yfmO_1			Multidrug efflux protein YfmO
HDIIENPN_02853	CDS	270	yfmO_2			Multidrug efflux protein YfmO
HDIIENPN_02854	CDS	516				hypothetical protein
HDIIENPN_02855	CDS	447				hypothetical protein
HDIIENPN_02856	CDS	1479	msr(C)			ABC-F type ribosomal protection protein Msr(C)
HDIIENPN_02857	CDS	240	yodC_1	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
HDIIENPN_02858	CDS	393	yodC_2	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
HDIIENPN_02859	CDS	465				hypothetical protein
HDIIENPN_02860	CDS	1269				hypothetical protein
HDIIENPN_02861	CDS	738		1.-.-.-		putative oxidoreductase
HDIIENPN_02862	CDS	570		2.3.1.-		Putative acetyltransferase
HDIIENPN_02863	CDS	873	hdfR_3			HTH-type transcriptional regulator HdfR
HDIIENPN_02864	CDS	873	sacY		COG3711	Levansucrase and sucrase synthesis operon antiterminator
HDIIENPN_02865	CDS	1959	ptsG_3	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
HDIIENPN_02866	CDS	99				hypothetical protein
HDIIENPN_02867	CDS	852	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
HDIIENPN_02868	CDS	468	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
HDIIENPN_02869	CDS	483				hypothetical protein
HDIIENPN_02870	CDS	864				hypothetical protein
HDIIENPN_02871	CDS	849				hypothetical protein
HDIIENPN_02872	CDS	342	xylB_3	2.7.1.17	COG1070	Xylulose kinase
HDIIENPN_02873	CDS	708	ygaZ_2		COG1296	Inner membrane protein YgaZ
HDIIENPN_02874	CDS	324				hypothetical protein
HDIIENPN_02875	CDS	1038				Zinc-type alcohol dehydrogenase-like protein
HDIIENPN_02876	CDS	984	dus	1.3.1.-		putative tRNA-dihydrouridine synthase
HDIIENPN_02877	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
HDIIENPN_02878	CDS	936	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
HDIIENPN_02879	CDS	108				hypothetical protein
HDIIENPN_02880	CDS	1650	mutS_2			DNA mismatch repair protein MutS
HDIIENPN_02881	CDS	897	phoR_2	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
HDIIENPN_02882	CDS	660	arlR_2		COG0745	Response regulator ArlR
HDIIENPN_02883	CDS	783				hypothetical protein
HDIIENPN_02884	CDS	918	bcrA_2			Bacitracin transport ATP-binding protein BcrA
HDIIENPN_02885	CDS	216				hypothetical protein
HDIIENPN_02886	CDS	3228				hypothetical protein
HDIIENPN_02887	CDS	315				hypothetical protein
HDIIENPN_02888	CDS	375				hypothetical protein
HDIIENPN_02889	CDS	336				hypothetical protein
HDIIENPN_02890	CDS	1146				hypothetical protein
HDIIENPN_02891	CDS	1860				hypothetical protein
HDIIENPN_02892	CDS	240				hypothetical protein
HDIIENPN_02893	CDS	675				hypothetical protein
HDIIENPN_02894	CDS	165				hypothetical protein
HDIIENPN_02895	CDS	435	hhaIM	2.1.1.37		Modification methylase HhaI
HDIIENPN_02896	CDS	708				hypothetical protein
HDIIENPN_02897	CDS	291				hypothetical protein
HDIIENPN_02898	CDS	1185				hypothetical protein
HDIIENPN_02899	CDS	138				hypothetical protein
HDIIENPN_02900	CDS	1911				hypothetical protein
HDIIENPN_02901	CDS	504				hypothetical protein
HDIIENPN_02902	CDS	390				hypothetical protein
HDIIENPN_02903	CDS	2448				hypothetical protein
HDIIENPN_02904	CDS	2124				hypothetical protein
HDIIENPN_02905	CDS	1005				hypothetical protein
HDIIENPN_02906	CDS	912				hypothetical protein
HDIIENPN_02907	CDS	216				hypothetical protein
HDIIENPN_02908	CDS	1440	ribZ_2			Riboflavin transporter RibZ
HDIIENPN_02909	CDS	633				hypothetical protein
HDIIENPN_02910	CDS	1452				hypothetical protein
HDIIENPN_02911	CDS	1344	noxE	1.6.99.3	COG0446	NADH oxidase
HDIIENPN_02912	CDS	1464	bca			C protein alpha-antigen
HDIIENPN_02913	CDS	1818				hypothetical protein
HDIIENPN_02914	CDS	717				hypothetical protein
HDIIENPN_02915	CDS	1827				hypothetical protein
HDIIENPN_02916	CDS	276				hypothetical protein
HDIIENPN_02917	CDS	222				hypothetical protein
HDIIENPN_02918	CDS	147				hypothetical protein
HDIIENPN_02919	CDS	363				hypothetical protein
HDIIENPN_02920	CDS	798				hypothetical protein
HDIIENPN_02921	CDS	831				hypothetical protein
HDIIENPN_02922	CDS	1416				hypothetical protein
HDIIENPN_02923	CDS	423				hypothetical protein
HDIIENPN_02924	CDS	153				hypothetical protein
HDIIENPN_02925	CDS	363				hypothetical protein
HDIIENPN_02926	CDS	3630				hypothetical protein
HDIIENPN_02927	CDS	114				hypothetical protein
HDIIENPN_02928	CDS	324				hypothetical protein
HDIIENPN_02929	CDS	444				hypothetical protein
HDIIENPN_02930	CDS	300				hypothetical protein
HDIIENPN_02931	CDS	438				hypothetical protein
HDIIENPN_02932	CDS	852	soj_3	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
HDIIENPN_02933	CDS	207				hypothetical protein
HDIIENPN_02934	CDS	216				hypothetical protein
HDIIENPN_02935	CDS	600	toxN	3.1.-.-		Endoribonuclease ToxN
HDIIENPN_02936	CDS	2364	topB_4	5.6.2.1		DNA topoisomerase 3
HDIIENPN_02937	CDS	378				hypothetical protein
HDIIENPN_02938	CDS	300				hypothetical protein
HDIIENPN_02939	CDS	1602				hypothetical protein
HDIIENPN_02940	CDS	255				hypothetical protein
HDIIENPN_02941	CDS	285				hypothetical protein
HDIIENPN_02942	CDS	1953				hypothetical protein
HDIIENPN_02943	CDS	498				IS1595 family transposase ISSsu9
HDIIENPN_02944	CDS	861				hypothetical protein
HDIIENPN_02945	CDS	564				hypothetical protein
HDIIENPN_02946	CDS	1173				IS256 family transposase IS256
HDIIENPN_02947	CDS	171				hypothetical protein
HDIIENPN_02948	CDS	150				hypothetical protein
HDIIENPN_02949	CDS	117				hypothetical protein
HDIIENPN_02950	CDS	612	bin3_1			Putative transposon Tn552 DNA-invertase bin3
HDIIENPN_02951	CDS	783				hypothetical protein
HDIIENPN_02952	CDS	1383				hypothetical protein
HDIIENPN_02953	CDS	897				hypothetical protein
HDIIENPN_02954	CDS	522				hypothetical protein
HDIIENPN_02955	CDS	189				hypothetical protein
HDIIENPN_02956	CDS	378				hypothetical protein
HDIIENPN_02957	CDS	1548				IS66 family transposase ISRob1
HDIIENPN_02958	CDS	354				hypothetical protein
HDIIENPN_02959	CDS	195				hypothetical protein
HDIIENPN_02960	CDS	1104				hypothetical protein
HDIIENPN_02961	CDS	969				hypothetical protein
HDIIENPN_02962	CDS	189				hypothetical protein
HDIIENPN_02963	CDS	318				hypothetical protein
HDIIENPN_02964	CDS	219				hypothetical protein
HDIIENPN_02965	CDS	192				hypothetical protein
HDIIENPN_02966	CDS	357				hypothetical protein
HDIIENPN_02967	CDS	1005				hypothetical protein
HDIIENPN_02968	CDS	261				hypothetical protein
HDIIENPN_02969	CDS	1074				hypothetical protein
HDIIENPN_02970	CDS	1827				hypothetical protein
HDIIENPN_02971	CDS	867				hypothetical protein
HDIIENPN_02972	CDS	264				hypothetical protein
HDIIENPN_02973	CDS	330				hypothetical protein
HDIIENPN_02974	CDS	1521				hypothetical protein
HDIIENPN_02975	CDS	468				hypothetical protein
HDIIENPN_02976	CDS	297				hypothetical protein
HDIIENPN_02977	CDS	231				hypothetical protein
HDIIENPN_02978	CDS	897				hypothetical protein
HDIIENPN_02979	CDS	651				hypothetical protein
HDIIENPN_02980	CDS	1137				hypothetical protein
HDIIENPN_02981	CDS	1956				hypothetical protein
HDIIENPN_02982	CDS	468				hypothetical protein
HDIIENPN_02983	CDS	618				hypothetical protein
HDIIENPN_02984	CDS	336				hypothetical protein
HDIIENPN_02985	CDS	2670				hypothetical protein
HDIIENPN_02986	CDS	1008				hypothetical protein
HDIIENPN_02987	CDS	309				hypothetical protein
HDIIENPN_02988	CDS	423				hypothetical protein
HDIIENPN_02989	CDS	1590				hypothetical protein
HDIIENPN_02990	CDS	222				hypothetical protein
HDIIENPN_02991	CDS	195				hypothetical protein
HDIIENPN_02992	CDS	1251				IS110 family transposase ISSpn10
HDIIENPN_02993	CDS	2373				hypothetical protein
HDIIENPN_02994	CDS	1461				hypothetical protein
HDIIENPN_02995	CDS	2205	topB_5	5.6.2.1	COG0550	DNA topoisomerase 3
HDIIENPN_02996	CDS	150				hypothetical protein
HDIIENPN_02997	CDS	594				hypothetical protein
HDIIENPN_02998	CDS	900				hypothetical protein
HDIIENPN_02999	CDS	486	ssb_3		COG0629	Single-stranded DNA-binding protein
HDIIENPN_03000	CDS	261				hypothetical protein
HDIIENPN_03001	CDS	207				hypothetical protein
HDIIENPN_03002	CDS	252				hypothetical protein
HDIIENPN_03003	CDS	438				hypothetical protein
HDIIENPN_03004	CDS	708				hypothetical protein
HDIIENPN_03005	CDS	201				hypothetical protein
HDIIENPN_03006	CDS	180				hypothetical protein
HDIIENPN_03007	CDS	150				hypothetical protein
HDIIENPN_03008	CDS	264				hypothetical protein
HDIIENPN_03009	CDS	351	pemK	3.1.-.-		Endoribonuclease PemK
HDIIENPN_03010	CDS	615	bin3_2			Putative transposon Tn552 DNA-invertase bin3
HDIIENPN_03011	CDS	1326	umuC_2		COG0389	Protein UmuC
HDIIENPN_03012	CDS	351				hypothetical protein
HDIIENPN_03013	CDS	105				hypothetical protein
HDIIENPN_03014	CDS	294				hypothetical protein
HDIIENPN_03015	CDS	843	soj_4	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
HDIIENPN_03016	CDS	555				hypothetical protein
HDIIENPN_03017	CDS	1086				hypothetical protein
HDIIENPN_03018	CDS	333				hypothetical protein
HDIIENPN_03019	CDS	330				hypothetical protein
HDIIENPN_03020	CDS	342				hypothetical protein
HDIIENPN_03021	CDS	240				hypothetical protein
HDIIENPN_03022	CDS	240				hypothetical protein
HDIIENPN_03023	CDS	672				hypothetical protein
HDIIENPN_03024	CDS	1977				hypothetical protein
HDIIENPN_03025	CDS	756				hypothetical protein
HDIIENPN_03026	CDS	825				hypothetical protein
HDIIENPN_03027	CDS	249				hypothetical protein
HDIIENPN_03028	CDS	2100				hypothetical protein
HDIIENPN_03029	CDS	2067				hypothetical protein
HDIIENPN_03030	CDS	207				hypothetical protein
HDIIENPN_03031	CDS	468				hypothetical protein
HDIIENPN_03032	CDS	243				hypothetical protein
HDIIENPN_03033	CDS	303				hypothetical protein
HDIIENPN_03034	CDS	2055				hypothetical protein
HDIIENPN_03035	CDS	1371				Tn3 family transposase TnBth1
HDIIENPN_03036	CDS	606	bin3_3			Putative transposon Tn552 DNA-invertase bin3
HDIIENPN_03037	CDS	168				hypothetical protein
HDIIENPN_03038	CDS	300	ligA_2	6.5.1.2		DNA ligase
HDIIENPN_03039	CDS	618	bin3_4			Putative transposon Tn552 DNA-invertase bin3
HDIIENPN_03040	CDS	387				hypothetical protein
HDIIENPN_03041	CDS	2352				hypothetical protein
HDIIENPN_03042	CDS	690				hypothetical protein
HDIIENPN_03043	CDS	453				hypothetical protein
HDIIENPN_03044	CDS	681				IS6 family transposase IS1216E
HDIIENPN_03045	CDS	93				hypothetical protein
HDIIENPN_03046	CDS	618	bin3_5			Putative transposon Tn552 DNA-invertase bin3
HDIIENPN_03047	CDS	171				hypothetical protein
HDIIENPN_03048	CDS	1491				hypothetical protein
HDIIENPN_03049	CDS	300				hypothetical protein
HDIIENPN_03050	CDS	285				hypothetical protein
HDIIENPN_03051	CDS	399				hypothetical protein
HDIIENPN_03052	CDS	681				IS6 family transposase IS1216E
HDIIENPN_03053	CDS	609	vanX	3.4.13.22		D-alanyl-D-alanine dipeptidase
HDIIENPN_03054	CDS	1032	vanA	6.1.2.1		Vancomycin/teicoplanin A-type resistance protein VanA
HDIIENPN_03055	CDS	969	vanH	1.1.1.-		D-specific alpha-keto acid dehydrogenase
HDIIENPN_03056	CDS	1143	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
HDIIENPN_03057	CDS	696	walR_2		COG0745	Transcriptional regulatory protein WalR
HDIIENPN_03058	CDS	681				IS6 family transposase IS1216E
HDIIENPN_03059	CDS	297				hypothetical protein
HDIIENPN_03060	CDS	1494				hypothetical protein
HDIIENPN_03061	CDS	954	soj_5	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
HDIIENPN_03062	CDS	276				hypothetical protein
HDIIENPN_03063	CDS	237				hypothetical protein
HDIIENPN_03064	CDS	681				IS6 family transposase IS1216E
HDIIENPN_03065	CDS	492	repN_1			Replication initiation protein
HDIIENPN_03066	CDS	420				hypothetical protein
HDIIENPN_03067	CDS	318				hypothetical protein
HDIIENPN_03068	CDS	363				hypothetical protein
HDIIENPN_03069	CDS	1416				hypothetical protein
HDIIENPN_03070	CDS	525				hypothetical protein
HDIIENPN_03071	CDS	681				IS6 family transposase IS1216E
HDIIENPN_03072	CDS	594	repD			Replication initiation protein
HDIIENPN_03073	CDS	318				hypothetical protein
HDIIENPN_03074	CDS	225				hypothetical protein
HDIIENPN_03075	CDS	762				hypothetical protein
HDIIENPN_03076	CDS	1722			COG1132	putative ABC transporter ATP-binding protein
HDIIENPN_03077	CDS	1785			COG1132	putative ABC transporter ATP-binding protein
HDIIENPN_03078	CDS	1554				hypothetical protein
HDIIENPN_03079	CDS	2415	leuS	6.1.1.4		Leucine--tRNA ligase
HDIIENPN_03080	CDS	2019		3.2.1.17		Muramidase-2
HDIIENPN_03081	CDS	657				hypothetical protein
HDIIENPN_03082	CDS	957				hypothetical protein
HDIIENPN_03083	CDS	567				hypothetical protein
HDIIENPN_03084	CDS	1770			COG1132	putative ABC transporter ATP-binding protein
HDIIENPN_03085	CDS	1713			COG1132	putative ABC transporter ATP-binding protein
